,Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey,Mass_g,PredMass_g,PreyAbundanceGroup,Habitat_Aquatic,PreyAbundance_10,PreyAbundance_20,PreyAbundance_30,PreyAbundance_40,PreyAbundance_50,PreyAbundance_60,PreyAbundance_70,PreyAbundance_80,PreyAbundance_90,frac_10,frac_20,frac_30,frac_40,frac_50,frac_60,frac_70,frac_80,frac_90
1193,1426,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.66,23.2,19.5,27.3,1.92E-05,1.49E-05,2.28E-05,Control/Experience with Bythotrephes,1,0.000636,4.2,Ectotherm,AquaticFresh,15.17129899,46.58192085,103.1041831,201.9813971,396.3095461,761.5051174,1529.658329,3296.152557,9762.609459,0.006712541,0.020327663,0.043910081,0.082544056,0.150044457,0.253288242,0.405247268,0.594852716,0.813037171
1194,1427,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.3,24.2,15.3,36.4,3.25E-05,2.39E-05,3.91E-05,5 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes,1,0.000636,4.2,Ectotherm,AquaticFresh,16.63988825,47.74377961,102.2530749,202.5481941,378.8500388,738.0888605,1486.492235,3581.953459,10236.37296,0.012918208,0.036191475,0.074435767,0.137413598,0.229563531,0.36729159,0.538984857,0.738028313,0.88951384
1195,1428,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.23,14.6,8.59,31.4,2.06E-05,1.05E-11,4.21E-05,10 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes,1,0.000636,4.2,Ectotherm,AquaticFresh,15.85398946,50.21666625,113.0226403,224.2388027,405.8340206,763.5532203,1459.254642,3270.438275,10783.42634,0.004745618,0.014878453,0.032875174,0.063181005,0.108780981,0.186757991,0.305017633,0.495870427,0.764330103
1196,1429,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.37,19,12.3,30.5,1.59E-05,2.26E-07,2.94E-05,15 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes,1,0.000636,4.2,Ectotherm,AquaticFresh,15.42391212,47.06945176,102.3656778,202.1960154,376.2965787,683.5564874,1429.709495,3266.545048,10539.45813,0.004637953,0.014020317,0.029997023,0.057567026,0.102075352,0.171157896,0.301634641,0.496683967,0.760992567
1197,1430,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.06,19.1,7.52,102,4.11E-05,1.30E-11,8.26E-05,naïve to Bythotrephes/control,1,0.000636,4.2,Ectotherm,AquaticFresh,16.74065897,48.19579325,102.7272749,208.1947999,399.8332899,740.5782943,1578.726234,3366.611016,10877.87066,0.012971124,0.036454937,0.074624106,0.140476262,0.238891506,0.36763347,0.553435043,0.725487647,0.895169816
1198,1431,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Large",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4800,Original species mass,1,0.636,Original species length,3,m^3 per pred per day,0.11,13.2,8.44,55.9,2.99E-05,6.06E-12,7.81E-05,naïve to Bythotrephes/control,1,0.000636,4.8,Ectotherm,AquaticFresh,15.53108003,45.46355321,107.0629324,199.6685969,369.3142464,679.0456447,1347.884319,3067.284859,9459.164136,0.006092461,0.017627259,0.040542453,0.073048593,0.12721759,0.211360034,0.347251235,0.547633305,0.788732821
1199,1432,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Small",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4200,Original species mass,2,0.636,Original species length,3,m^3 per pred per day,0.08,21.5,11.6,43.4,3.92E-05,1.23E-05,5.70E-05,"Consumption rate averaged over four densities of Bythotrephes (5, 10, 15, 20)/naïve to Bythotrephes",1,0.000636,4.2,Ectotherm,AquaticFresh,14.78541361,46.03766912,102.7661686,212.7035192,395.5084169,785.97406,1553.913438,3515.092698,10625.18706,0.012307778,0.037351297,0.079707734,0.152015276,0.250000653,0.39846691,0.567031763,0.747635351,0.899547034
1200,1433,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Salvelinus namaycush,"<1 year old, Large",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulicaria,adult,2,Mean,N,24,11.5,,1,NA,2.00E+04,4800,Original species mass,1,0.636,Original species length,3,m^3 per pred per day,0.1,16.8,11.3,287,1.24E-05,2.24E-11,4.80E-05,"Consumption rate averaged over four densities of Bythotrephes (5, 10, 15, 20)/naïve to Bythotrephes",1,0.000636,4.8,Ectotherm,AquaticFresh,14.74816071,45.83181396,99.99126506,204.9074344,401.7757696,762.3591453,1564.14555,3631.302192,10570.36778,0.003062926,0.009457387,0.020405138,0.040938791,0.077233633,0.137049231,0.245762771,0.430677231,0.687697045
1201,1434,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,5.2,Original species mass,2,m^3 per pred per day,1,9.88,9.79,9.98,3.33E-05,2.81E-05,3.85E-05,No substrate,1,0.0052,37.1,Ectotherm,AquaticFresh,3.095587299,9.608101267,21.2597112,42.71725993,76.66763138,137.3262335,275.0824173,643.2930475,2186.178422,0.001017424,0.003151143,0.006945946,0.013859368,0.024603363,0.04322781,0.082992158,0.174676422,0.418354897
1202,1435,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,5.2,Original species mass,2,m^3 per pred per day,0.9,7.08,5.71,10.3,1.14E-11,8.68E-13,0.000151,6% of tank bottom covered with substrate,1,0.0052,37.1,Ectotherm,AquaticFresh,3.042466923,9.49512916,20.70067036,41.03544958,76.12306925,144.3261844,284.9872345,621.2022835,1877.543303,2.46E-10,7.66E-10,1.67E-09,3.31E-09,6.14E-09,1.16E-08,2.30E-08,5.01E-08,1.52E-07
1203,1436,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,5.2,Original species mass,2,m^3 per pred per day,0.43,9.11,4.29,614,0.000506,5.44E-12,0.00116,10% of tank bottom covered with substrate,1,0.0052,37.1,Ectotherm,AquaticFresh,2.873555864,9.703020893,20.64295542,42.17867511,78.78380962,156.6590116,306.2029647,687.0207861,2118.283142,0.01307295,0.042812716,0.086888917,0.162780119,0.266413938,0.419328728,0.585318888,0.760015296,0.90710261
1204,1437,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,juvenile,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,1,Original species mass,1,m^3 per pred per day,0.92,3.75,3.25,9.09,8.93E-12,5.54E-13,0.000473,10% of tank bottom covered with substrate,1,0.001,37.1,Ectotherm,AquaticFresh,11.21051295,32.34449422,70.83427971,135.9662932,251.4594565,504.2952849,1040.238255,2353.874308,7193.54835,3.75E-10,1.08E-09,2.37E-09,4.55E-09,8.42E-09,1.69E-08,3.48E-08,7.88E-08,2.41E-07
1205,1438,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,5.2,Original species mass,2,m^3 per pred per day,0.93,2.37,1.83,4.51,1.85E-11,8.11E-13,0.000945,0.4-0.7 mm diameter litter to a depth of 4mm,1,0.0052,37.1,Ectotherm,AquaticFresh,3.380676012,9.744230992,21.74237234,42.3611247,79.95620754,144.4108655,290.701282,625.589877,1814.375962,1.48E-10,4.27E-10,9.53E-10,1.86E-09,3.51E-09,6.33E-09,1.27E-08,2.74E-08,7.96E-08
1206,1439,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,1,Original species mass,1,m^3 per pred per day,1,8.6,8.28,9.15,1.00E-12,1.32E-13,4.49E-05,No substrate,1,0.001,37.1,Ectotherm,AquaticFresh,11.09931167,33.39292968,77.81772354,157.5383295,298.2339129,561.4299411,1165.639905,2414.460155,7751.489338,9.55E-11,2.87E-10,6.69E-10,1.35E-09,2.56E-09,4.83E-09,1.00E-08,2.08E-08,6.67E-08
1207,1440,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,1,Original species mass,1,m^3 per pred per day,1,7.03,6.75,8.14,2.79E-12,1.67E-13,7.80E-05,6% of tank bottom covered with substrate,1,0.001,37.1,Ectotherm,AquaticFresh,11.13340291,34.22024413,76.41630507,144.193258,271.856154,519.9295296,1053.042008,2331.120043,7112.679715,2.18E-10,6.71E-10,1.50E-09,2.83E-09,5.33E-09,1.02E-08,2.07E-08,4.57E-08,1.40E-07
1208,1441,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,1,Original species mass,1,m^3 per pred per day,0.96,5.31,4.51,6.2,7.33E-12,2.53E-13,7.46E-05,10% of tank bottom covered with substrate,1,0.001,37.1,Ectotherm,AquaticFresh,10.68092143,31.83889019,72.8686945,151.7570661,288.5627912,556.7318537,1057.12964,2206.736378,6629.832352,4.16E-10,1.24E-09,2.84E-09,5.91E-09,1.12E-08,2.17E-08,4.11E-08,8.59E-08,2.58E-07
1209,1442,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,adult,NA,Raw data,N,48,10,,1,NA,2.27E+05,37100,Original species length,3,1,Original species mass,1,m^3 per pred per day,0.77,1,0.718,2.3,3.58E-11,2.73E-12,0.00366,0.4-0.7 mm diameter litter to a depth of 4mm,1,0.001,37.1,Ectotherm,AquaticFresh,11.05308016,33.57875272,76.79904519,160.6570029,291.6236336,576.9062967,1111.341363,2479.745775,6783.103513,3.96E-10,1.20E-09,2.75E-09,5.75E-09,1.04E-08,2.07E-08,3.98E-08,8.88E-08,2.43E-07
1210,1443,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Perca fluviatilis,18 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,10,NA,9.00E+03,10.5,Original species length,5,0.926,Average species mass,1,m^3 per pred per day,0.73,0.00674,0.00506,0.00834,0.00188,0.00165,0.00206,,1,0.000926,0.0105,Ectotherm,AquaticFresh,11.08216666,38.39386509,86.42823451,172.8180683,314.4046644,601.8596408,1173.271471,2645.369718,8261.960723,0.000140405,0.00048626,0.001093951,0.002185028,0.003968076,0.007568564,0.014648975,0.032432859,0.094767813
1211,1444,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Coregonus hoyi,3 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,10,NA,9.00E+03,14.5,Original species length,8,0.926,Average species mass,1,m^3 per pred per day,0.6,0.00257,0.00176,0.00398,0.000777,0.00051,0.0011,,1,0.000926,0.0145,Ectotherm,AquaticFresh,11.90547557,35.39103048,75.65025458,149.8523875,297.4054659,555.1014272,1052.903216,2472.2298,7758.126121,2.38E-05,7.07E-05,0.000151042,0.000299149,0.000593534,0.001107249,0.002098121,0.004912519,0.01525578
1212,1445,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Clupeiformes,Alosa pseudoharengus,13 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,10,NA,9.00E+03,14.2,Original species length,7,0.926,Average species mass,1,m^3 per pred per day,0.58,0.00282,0.00221,0.00396,0.00114,0.000821,0.00153,,1,0.000926,0.0142,Ectotherm,AquaticFresh,12.26438225,39.57690735,81.3281872,157.492446,293.0239566,540.6253856,1062.691686,2333.887861,6703.758794,3.94E-05,0.000127216,0.000261386,0.00050605,0.000941127,0.001734987,0.00340471,0.007447107,0.021096586
1213,1446,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Perca fluviatilis,41 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,5,NA,9.00E+03,72.3,Original species length,4,0.926,Average species mass,1,m^3 per pred per day,0.71,0.0255,0.022,0.0298,0.000379,0.000341,0.000426,,1,0.000926,0.0723,Ectotherm,AquaticFresh,11.60051668,34.4056977,78.66803475,156.9084689,292.4377237,548.3141326,1077.857373,2543.320089,7977.263433,0.000112101,0.000332403,0.00075971,0.001514146,0.002818299,0.005271249,0.010309558,0.023990239,0.071577876
1214,1447,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Coregonus hoyi,28 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,5,NA,9.00E+03,102,Original species length,7,0.926,Average species mass,1,m^3 per pred per day,0.69,0.0208,0.017,0.0249,0.000621,0.000561,0.000671,,1,0.000926,0.102,Ectotherm,AquaticFresh,11.06842939,32.89413521,74.45156985,147.3100702,292.2591122,588.662046,1176.213792,2578.03091,6765.153532,0.000142948,0.000424707,0.000960752,0.001899161,0.003760855,0.007546251,0.014965548,0.032226761,0.08036179
1215,1448,Letcher et al 1997 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Clupeiformes,Alosa pseudoharengus,28 days old,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Mean,Y,,22,,5,NA,9.00E+03,100,Original species length,8,0.926,Average species mass,1,m^3 per pred per day,0.72,0.0171,0.0136,0.0221,0.000843,0.000783,0.000929,,1,0.000926,0.1,Ectotherm,AquaticFresh,12.37244199,36.55389763,82.68918898,163.8379774,304.3978256,580.0004056,1142.230524,2585.642494,7800.774762,0.000178321,0.000526658,0.00119057,0.002356209,0.004368816,0.008291555,0.016198872,0.035933471,0.101083606
1216,1449,Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Sander vitreus,Young of the year,NA,Metazoan,Vertebrate,Fish,Cyprinidae,Carp,Cyprinus carpio,Larva,NA,Mean,N,12,NA,,1,NA,3.00E+04,142,Original species length,1,1.89,Original speices mass,1,m^3 per pred per day,0.48,10,7.27,15,0.000482,0.000445,0.000525,,1,0.00189,0.142,Ectotherm,AquaticFresh,6.997500509,21.89058039,48.60412095,93.03502628,186.8624692,355.3397666,716.607375,1681.625435,4892.473426,0.032627494,0.095442239,0.189805723,0.309596729,0.473871706,0.631368706,0.775485109,0.890175478,0.959319367
1217,1450,Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Sander vitreus,Young of the year,NA,Metazoan,Vertebrate,Fish,Cyprinidae,Carp,Cyprinus carpio,Larva,NA,Mean,N,12,NA,,1,NA,3.00E+04,142,Original species length,1,1.89,Original speices mass,1,m^3 per pred per day,0.64,2.23,1.01,6.68,0.000638,0.000399,0.000852,Daphnia pulex present at a density of 30 individuals per Liter (900 individuals per tank),1,0.00189,0.142,Ectotherm,AquaticFresh,5.933680651,18.13142687,39.98689305,85.04609619,159.5288931,315.3682527,641.6686222,1476.662018,5257.132928,0.008371413,0.025147591,0.053828592,0.107938133,0.184982911,0.30971978,0.477241067,0.677513616,0.882068981
1218,1451,Munk and Kiørboe 1985 MARINE ECOLOGY PROGRESS SERIES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,"Juvenile, Small",NA,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,NA,Mean,Y,,8.3,,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",NA,1.72E+05,8.61,Original species length,3,0.00017,Original speices mass,3,m^3 per pred per day,0.17,0.138,0.0484,0.643,0.000805,0.000538,0.0012,,1,1.70E-07,0.00861,Ectotherm,AquaticMarine,7706.599794,24338.50264,53706.4188,100898.1558,188568.0955,357035.5748,733782.7929,1679797.711,5267158.765,0.461243521,0.730004414,0.856450664,0.918091708,0.954437824,0.975407668,0.987881128,0.994669758,0.99829389
1219,1452,Munk and Kiørboe 1985 MARINE ECOLOGY PROGRESS SERIES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,"Juvenile, Medium",NA,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,NA,Mean,Y,,8.3,,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",NA,1.72E+05,10.1,Original species length,2,0.00017,Original speices mass,3,m^3 per pred per day,0.23,0.183,0.0637,0.522,0.000725,0.000514,0.000976,,1,1.70E-07,0.0101,Ectotherm,AquaticMarine,7977.896242,25760.02219,54112.75369,109299.0678,213711.9984,409971.3736,817887.1348,1872404.611,5653467.453,0.514201678,0.773638427,0.877741787,0.935489089,0.96593337,0.981947162,0.990868679,0.995990719,0.998668573
1220,1453,Munk and Kiørboe 1985 MARINE ECOLOGY PROGRESS SERIES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,"Juvenile, Large",NA,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,NA,Mean,Y,,8.3,,9,NA,1.72E+05,12.1,Original species length,1,0.00017,Original speices mass,3,m^3 per pred per day,0.18,0.149,0.0567,2.89,0.00106,2.12E-10,0.00232,,1,1.70E-07,0.0121,Ectotherm,AquaticMarine,7391.930911,23619.40746,50734.59597,99255.05877,194269.1846,380672.8246,741502.3358,1666048.721,5148042.46,0.538635062,0.788603586,0.889049423,0.940034818,0.968437208,0.983639671,0.991533523,0.996214068,0.998771622
1221,1467,Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,"Juvenile, wild caught",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,72,10,,1,NA,1.95E+05,34200,Original species length,1,0.636,Original species length,10,m^3 per pred per day,0.75,78.6,45.1,142,1.67E-05,7.94E-06,2.41E-05,,1,0.000636,34.2,Ectotherm,AquaticFresh,15.35453227,51.89514969,109.0906602,215.4358435,417.0302329,773.8347087,1512.508285,3229.734161,9400.302253,0.019756481,0.063774389,0.125258276,0.22044638,0.353755614,0.50390696,0.665030747,0.809138948,0.925032001
1222,1468,Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus nerka,"Juvenile, wild caught",3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,72,10,,1,NA,1.95E+05,1.00E+06,Original species length,2,0.636,Original species length,10,m^3 per pred per day,0.56,160,77.1,481,1.03E-05,5.43E-06,1.43E-05,,1,0.000636,1000,Ectotherm,AquaticFresh,13.93029602,45.0438241,101.9453434,192.6571026,364.4773612,718.055776,1520.282234,3385.257841,9553.407251,0.022441926,0.069102584,0.14383996,0.240986086,0.375257195,0.541989471,0.714727896,0.847999019,0.940277168
1223,1469,De Figueiredo et al 2007 J OF THE MARINE BIOL ASSOC OF THE UK,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Pleuronectiformes,Platichthys flesus,"Juvenile, 10-13 days post hatch",3,Unicell,Protozoan,Protozoan,Ciliate,Ciliate,Euplotes sp.,,2,Raw data,N,4,11,,5,NA,1.00E+03,0.865,Original species length,1,1.41E-05,Alternate species mass,1,m^3 per pred per day,0.33,0.00105,0.000516,0.00291,3.57E-05,3.39E-12,7.21E-05,Weights are mgs of Carbon,1,1.41E-08,0.000865,Protist,AquaticMarine,5179984.495,12032669.37,23241898.03,38687726.96,62931314.57,105421641.2,183869344.9,338086013.4,809127779.2,0.162599495,0.310841312,0.465590022,0.591871625,0.702290605,0.798050387,0.873294904,0.926863986,0.968081869
1224,1470,Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Pleuronectiformes,Paralichthys lethostigma,Wild caught between May 5 and 23,NA,Metazoan,Vertebrate,Fish,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 5 and 23, Small",NA,Mean,N,48,26,,1,NA,3.94E+06,28800,Original species length,1,206,Original species length,2,m^3 per pred per day,0.42,1.76,0.742,5.69,0.11,0.0211,0.191,,1,0.206,28.8,Ectotherm,AquaticMarine,0.187291105,0.603051424,1.344393313,2.631788829,4.962395372,9.443586848,18.84915434,44.10134746,145.3289442,0.034990807,0.104545043,0.2065221,0.337535266,0.489983205,0.64642802,0.78490906,0.895156447,0.965677826
1225,1471,Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Pleuronectiformes,Paralichthys lethostigma,Wild caught between May 28 and June 16,NA,Metazoan,Vertebrate,Fish,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 28 and June 16, Large",NA,Mean,N,48,27,,1,NA,3.94E+06,28800,Original species length,1,206,Original species length,2,m^3 per pred per day,0.51,0.893,0.364,2.13,0.117,0.0279,0.196,,1,0.206,28.8,Ectotherm,AquaticMarine,0.210594804,0.590496136,1.348129285,2.61349002,4.910714548,9.520488182,18.22250484,37.62900529,116.6495187,0.02152944,0.058110465,0.123463571,0.2144911,0.339094826,0.498674024,0.65563618,0.797222603,0.924171527
1226,1472,Barrios-O'Neill et al 2014 J OF ANIMAL ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Gasterosteiformes,Gasterosteus aculeatus,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,N,24,12,,1,NA,4.00E+03,764,Original species mass,1,2.9,Original species mass,3,m^3 per pred per day,0.77,0.0262,0.0153,0.0428,0.0112,0.00613,0.017,"Data is from line, not points",1,0.0029,0.764,Ectotherm,AquaticFresh,4.60003243,13.81100402,31.22237509,63.31387614,122.8790956,232.2256542,479.6850995,994.7675664,2821.675094,0.001348014,0.004036343,0.009078716,0.018239947,0.034802737,0.063796901,0.123390498,0.225949034,0.452951756
