"","Data.set","Source","Predation.Parasitism","Dim","Field","Habitat","Fresh_Marine","Predator_Cellularity","Pred_Vert.Invert","Pred_Major_Grouping_1","Pred_Major_Grouping_2","Predator_Scientific_Name","Predator_Type","Trophic_Level_Predator","Prey_Cellularity","Prey_Vert.Invert","Prey_Major_Group_1","Prey_Major_Group_2","Prey","Prey_scientific_name","Prey_type","Trophic_Level_prey","Data_type","Prey_Replaced","Hours_starved","Temp_C","Interference","Pred_per_arena","X2D_Arena_Size_cm2","X3D_arena_size_cm3","Pred_mass_mg","Pred_Mass_Source","Pred_Mass_ID","Prey_mass_mg","Prey_Mass_Source","Prey_Mass_ID","Units_a","R2_Mean","Fitted_a","CI_a_low","CI_a_hi","Fitted_h_day","CI_h_low","CI_h_hi","Notes.1","Include_Biotic_Prey","PreyAbundanceGroup","Mass_g","PredMass_g","PreyAbundance_10","PreyAbundance_20","PreyAbundance_30","PreyAbundance_40","PreyAbundance_50","PreyAbundance_60","PreyAbundance_70","PreyAbundance_80","PreyAbundance_90","frac_10","frac_20","frac_30","frac_40","frac_50","frac_60","frac_70","frac_80","frac_90"
"34",57,"Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL","Parasitoid",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hymenoptera","Apanteles myeloenta","Adult (1d old, mated, naïve)",3,"Metazoan","Invertebrate","Insect","Lepidoptera","Locust bean moth","Ectomyelois ceratoniae","2nd instar",2,"Raw data","N","",25,"","1",38.5,"7.70E+02",15.6,"Alternate family length","1",1.69,"% adult mass","2","m^2.5 per pred per day","151.49",0.0524,0.0435,0.0622,0.0115,0.00609,0.0165,"",1,"Ectotherm",0.00169,0.0156,6.83853267444023,21.1345269167575,48.4596097781752,96.4809477922006,186.958804498588,341.290226744716,713.925821554802,1605.3557012252,5178.68153656772,0.00410398766770126,0.012575508445699,0.0283732130696561,0.0549449515706123,0.101253964649418,0.170579795600683,0.30080281125388,0.491711684403347,0.757321223952426
"35",58,"Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL","Parasitoid",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hymenoptera","Apanteles myeloenta","Adult (1d old, mated, naïve)",3,"Metazoan","Invertebrate","Insect","Lepidoptera","Locust bean moth","Ectomyelois ceratoniae","3rd instar",2,"Raw data","N","",25,"","1",38.5,"7.70E+02",15.6,"Alternate family length","1",1.69,"% adult mass","2","m^2.5 per pred per day","106.86",0.0552,0.0461,0.0638,0.014,0.00813,0.0178,"",1,"Ectotherm",0.00169,0.0156,7.41285080148043,22.4601591833332,48.228415293042,94.5557457642156,192.806899516719,371.972912851737,737.209643186756,1645.31668364965,5364.52595766644,0.00569602058479885,0.0170610782809814,0.0359317114204194,0.0680966738472425,0.12967886855511,0.223277242100206,0.362941928975524,0.559762413712937,0.805663194504686
"36",59,"Moayeri et al 2013 EUR J ENTOMOL","Parasitoid",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hymenoptera","Diaeretiella rapae","Adult (1d old, mated, naïve)",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphid","Brevicoryne brassicae","2nd instar",2,"Mean","N","",17,"","1",63.6,"",1.03,"Alternate genus length","1",0.147,"% adult mass","1","m^2 per pred per day","227.66",0.00533,0.00426,0.0069,0.0683,0.0528,0.085,"",1,"Ectotherm",0.000147,0.00103,41.5481792170841,134.059955583666,291.180516951941,573.08369289105,1126.19528503955,2119.98398946689,4400.4464253503,9565.56239776256,31496.0338848177,0.0148997958533102,0.0465321416348988,0.0958417379881264,0.172613380080858,0.290769581539108,0.435588467384822,0.615670514576361,0.776897154640979,0.919780420910614
"37",60,"Moayeri et al 2013 EUR J ENTOMOL","Parasitoid",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hymenoptera","Diaeretiella rapae","Adult (1d old, mated, naïve)",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphid","Brevicoryne brassicae","2nd instar",2,"Mean","N","",25,"","1",63.6,"",1.03,"Alternate genus length","1",0.147,"% adult mass","1","m^2 per pred per day","242.74",0.00532,0.00443,0.00618,0.0403,0.0293,0.0493,"",1,"Ectotherm",0.000147,0.00103,45.6110553923045,132.121001984599,292.594290406523,587.620517828552,1103.32909791562,2101.67685102292,4421.80807646582,10099.6071656166,31681.3697580494,0.00968412840748977,0.0275459420818415,0.0590281480459709,0.111887509739317,0.19129794227806,0.310625859346899,0.486657711430536,0.684075714227913,0.871669156113887
"38",61,"Moayeri et al 2013 EUR J ENTOMOL","Parasitoid",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hymenoptera","Diaeretiella rapae","Adult (1d old, mated, naïve)",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphid","Brevicoryne brassicae","2nd instar",2,"Mean","N","",30,"","1",63.6,"",1.03,"Alternate genus length","1",0.147,"% adult mass","1","m^2 per pred per day","255.22",0.00596,0.00491,0.00704,0.0537,0.0428,0.0662,"",1,"Ectotherm",0.000147,0.00103,44.8410765991552,142.625720455405,315.941295260501,625.556639734795,1177.19398378167,2154.02565847077,4232.31204234137,9691.29345897144,27900.9829264616,0.0141484254558408,0.0436549034567486,0.0918318256309699,0.166812928255385,0.273658726910896,0.408073949479283,0.575292187021742,0.756199710569334,0.899292686083923
"39",62,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Male",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta stigmatias","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",153,"Alternate species length","2",2.98,"Alternate species length","3","m^2.5 per pred per day","6.71",0.00835,0.00527,0.0134,0.113,0.0547,0.173,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.153,4.51411163854509,13.4116056020821,30.3818397841396,58.6364958682145,113.518070560937,223.646921468898,429.702453722848,1072.1565406699,3180.34118274234,0.00424122542734377,0.0124963847097856,0.0278679017815496,0.0524259245606904,0.0967473673349833,0.17425120564274,0.288481963924653,0.502891507096807,0.750050672413178
"40",63,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Male",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta eluta","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",153,"Alternate species length","2",2.98,"Alternate species length","3","m^2.5 per pred per day","5.82",0.0082,0.005,0.013,0.103,0.0402,0.153,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.153,4.49904667211303,13.6360352847995,33.3505575619194,64.1189815435191,127.876449997844,239.460535871968,460.905167836897,1025.23513592688,3172.12433562784,0.0037855102783716,0.011385864452994,0.0273961883458958,0.0513728032116669,0.097476548673179,0.168225113778616,0.280202956438722,0.464069503406347,0.728200025802029
"41",64,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Male",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta annonae","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",153,"Alternate species length","2",2.98,"Alternate species length","3","m^2.5 per pred per day","7.04",0.00779,0.00477,0.0131,0.1,0.0359,0.158,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.153,4.43834976423262,14.4127832769127,31.2286604608278,68.7951571157991,135.317379835223,244.80112011932,460.795324801748,991.165819703664,2912.13213040584,0.00344556152534115,0.0111028997202204,0.0237493725096706,0.0508654740346581,0.0953601156047743,0.160157941504843,0.264142928979738,0.435703546791564,0.6940540253027
"42",65,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Female",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta stigmatias","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",212,"Alternate species length","1",2.98,"Alternate species length","3","m^2.5 per pred per day","8.21",0.00798,0.00495,0.0127,0.0851,0.0291,0.147,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.212,4.87958868333441,14.8996221466396,32.954285689029,62.4964127121614,114.153594750111,228.058764919007,454.679748175011,981.328468024031,2860.37312013405,0.00330277444950749,0.0100169490687103,0.0218893241691769,0.0407132693265911,0.0719442530645286,0.13410486118833,0.235925036778331,0.399910538655248,0.660149889581591
"43",66,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Female",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta eluta","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",212,"Alternate species length","1",2.98,"Alternate species length","3","m^2.5 per pred per day","8.46",0.00845,0.00541,0.0127,0.0962,0.0346,0.147,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.212,4.87978627283343,15.3554304223364,33.5358165627385,67.3588237513658,122.783145316166,242.626261770326,456.949191451178,983.543004191173,3086.47514896404,0.00395105669033874,0.0123283894779356,0.0265374931836029,0.051912811910069,0.0907513701587317,0.164737531893001,0.270844422397531,0.444293870520596,0.715015663706585
"44",67,"Kalsi et al 2014 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Zelus longipes","Female",3,"Metazoan","Invertebrate","Insect","Diptera","Picture-winged fly","Euxesta annonae","Adult",2,"Mean","N","24",NA,"","2",104,"1.45E+03",212,"Alternate species length","1",2.98,"Alternate species length","3","m^2.5 per pred per day","8",0.00822,0.0052,0.0137,0.0956,0.0319,0.144,"2D arena size is SA of arena",1,"Ectotherm",0.00298,0.212,4.44909353272309,13.9776688848965,30.4042621658292,59.9302574607068,117.875687114338,230.278740357642,474.225626817413,1107.84803318646,3167.57180226388,0.00348405896245952,0.0108647598915166,0.0233351048369816,0.0449769208618667,0.0847775053526654,0.153231558500034,0.271488364660386,0.465407147549082,0.713399651190886
"45",68,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Dicyphus tamaninii ","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Homoptera","Greenhouse whitefly","Trialeurodes vaporariorum","Pupa",2,"Mean","N","24",25,"","1",38.5,"",5.28,"Alternate family length","1",0.0115,"Original length","2","m^2 per pred per day","413.44",0.0121,0.00798,0.0178,0.0142,0.00852,0.0207,"Prey length includes antennae",1,"Ectotherm",1.15e-05,0.00528,298.549702427502,1012.57541440646,2270.3185231905,4676.45083099718,9008.9561325025,16269.6128369146,30810.6932114296,69654.7732099792,214150.000400696,0.048793841462701,0.148197245969808,0.280620114547967,0.445524987415379,0.607522820881697,0.736526274985147,0.841115832263249,0.922887601062641,0.973541650900487
"46",69,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Macrolophus caliginosus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Homoptera","Greenhouse whitefly","Trialeurodes vaporariorum","Pupa",2,"Mean","N","24",25,"","1",38.5,"",2.24,"Alternate species length","1",0.0115,"Original length","2","m^2 per pred per day","352.48",0.00997,0.0048,0.0161,0.047,0.0327,0.0642,"Prey length includes antennae",1,"Ectotherm",1.15e-05,0.00224,284.113275213209,866.12217791617,2035.74315746779,4225.53879515365,8543.9344232589,16899.2615713882,33380.533055835,82495.998913735,246242.189184788,0.117490781728232,0.288689692336229,0.488210647232724,0.664434622689828,0.800143985521962,0.887877606941278,0.939910288408781,0.974783643745915,0.991407947613221
"47",70,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Orius majusculus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Homoptera","Greenhouse whitefly","Trialeurodes vaporariorum","Pupa",2,"Mean","N","24",25,"","1",38.5,"",0.661,"Alternate species length","1",0.0115,"Original length","2","m^2 per pred per day","334.45",0.0256,0.0209,0.0305,0.0281,0.0241,0.0324,"Prey length includes antennae",1,"Ectotherm",1.15e-05,0.000661,352.639614820344,1068.87922803256,2257.75275924514,4462.65762063593,8878.0473862046,15802.2993222799,31260.8604980771,68923.1086619051,215215.185759433,0.202344999337628,0.434679781844319,0.618922338843302,0.762484829709033,0.864618106991362,0.91914318975207,0.957424728445603,0.980229545825767,0.993582223108283
"48",71,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Orius laevigatus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Homoptera","Greenhouse whitefly","Trialeurodes vaporariorum","Pupa",2,"Mean","N","24",25,"","1",38.5,"",0.201,"Alternate species length","1",0.0115,"Original length","2","m^2 per pred per day","298.9",0.0203,0.0125,0.0307,0.0599,0.0487,0.0745,"Prey length includes antennae",1,"Ectotherm",1.15e-05,0.000201,354.542379187719,1025.09965766561,2334.56527452645,4416.46480633753,7974.45526735294,14387.5557530446,28042.8237532193,64623.8130098047,207561.369769892,0.301243107918722,0.554861224281149,0.739499304008196,0.843021243551811,0.906513209471281,0.945930853841542,0.971509348448807,0.987434126219187,0.996053489407016
"49",72,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Dicyphus tamaninii ","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","2nd instar",2,"Mean","N","24",25,"","1",38.5,"",5.28,"Alternate family length","1",0.0417,"Original length","2","m^2 per pred per day","414.18",0.00827,0.00574,0.0114,0.00791,0.000736,0.0142,"",1,"Ectotherm",4.17e-05,0.00528,104.086808744583,352.90109941563,787.004190347331,1583.97022223624,3002.10482915187,5822.30083873698,11412.5421973278,25515.9717171211,81976.666641505,0.00676286371457962,0.0225643678691435,0.048961759649939,0.0938881567171203,0.164148517014707,0.275818807492518,0.427445766210779,0.625348213226813,0.842830584262009
"50",73,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Macrolophus caliginosus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","2nd instar",2,"Mean","N","24",25,"","1",38.5,"",2.24,"Alternate species length","1",0.0417,"Original length","2","m^2 per pred per day","423.02",0.00792,0.00536,0.0108,0.0133,0.00502,0.025,"",1,"Ectotherm",4.17e-05,0.00224,126.149316832221,372.701311100887,813.280316668762,1699.32545572603,3261.78131147868,6278.54060166825,13268.9283460439,28724.2569257921,93388.4504395839,0.0131138073211302,0.0377758291189164,0.0789078424242584,0.15182368448437,0.255721453152527,0.398082176467318,0.582932920482401,0.751595892528724,0.90772495161333
"51",74,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Orius majusculus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","2nd instar",2,"Mean","N","24",25,"","1",38.5,"",0.661,"Alternate species length","1",0.0417,"Original length","2","m^2 per pred per day","262.43",0.0185,0.0158,0.0217,0.0106,0.00812,0.0136,"",1,"Ectotherm",4.17e-05,0.000661,119.066135549306,376.363674825448,838.015975231692,1697.60922949844,3255.6394478395,6165.72266564639,12399.1688456476,28545.3395124687,87438.691196277,0.0228161381561894,0.06873214630519,0.14114060148981,0.249756829254235,0.389659946836058,0.547326599908213,0.70858030029,0.848432973025481,0.944893644949527
"52",75,"Montserrat et al 2000 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Orius laevigatus","Adult female (13-16d old)",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","2nd instar",2,"Mean","N","24",25,"","1",38.5,"",0.201,"Alternate species length","1",0.0417,"Original length","2","m^2 per pred per day","252.88",0.0156,0.0117,0.0195,0.0091,0.00475,0.0139,"",1,"Ectotherm",4.17e-05,0.000201,122.384786356585,369.336810218854,818.664241170965,1634.82074304514,3107.38700931787,6133.87629017291,11955.9518584472,26114.3328267227,87718.8618932165,0.0170770519379059,0.0498189913727678,0.104117313872415,0.188363833749939,0.306097502967505,0.465459339775935,0.629254342451081,0.787559063087891,0.925664759434081
"53",76,"Heimpel and Gough-Goldstein 1994 ENVIRON ENTOMOL","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Insect","Hemiptera","Perillus bioculatus","5th instar",3,"Metazoan","Invertebrate","Insect","Coleoptera","Colorado potato beetle","Leptinotarsa decemlineata","Larva (neonate)",2,"Mean","N","",27.5,"","1",102,"3.06E+03",NA,"","",73.3,"Alternate species length","1","m^2.5 per pred per day","343.92",0.0581,0.0363,0.108,0.0128,0.00869,0.0167,"",1,"Ectotherm",0.0733,NA,0.419450343229904,1.29898640096632,2.80771168717127,5.49744971498892,10.467510242372,19.6313317038269,39.8985915913416,87.5919396863876,277.840585789379,0.000311839557009942,0.000965097892953644,0.00208368820522185,0.00407169690884243,0.00772434799984637,0.0143893524356929,0.0288167404784524,0.0611566093202607,0.17124174844238
"54",77,"Shipp and Whitfield 1991 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Mite","Amblyseius cucumeris","Female protonymph",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","1st instar",2,"Mean","N","",26,"","1",12.6,"",NA,"","",0.0417,"Alternate species length","2","m^2 per pred per day","-238.08",6.36e-05,4.33e-05,9.04e-05,1.09,0.605,1.67,"Used cucumber leaf discs",1,"Ectotherm",4.17e-05,NA,119.605780811088,388.926234721079,859.812107784264,1729.11039396595,3326.31244266109,6351.84517159174,12686.339541687,26915.0567742518,77870.2136034745,0.00822336668347526,0.0262540623079091,0.0562526413044588,0.107038292085316,0.187383830884934,0.305717224446902,0.467934487236506,0.651064528336887,0.843707866762992
"55",78,"Shipp and Whitfield 1991 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Mite","Amblyseius cucumeris","Male protonymph",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","1st instar",2,"Mean","N","",26,"","1",12.6,"",NA,"","",0.0417,"Alternate species length","2","m^2 per pred per day","-286.48",3.1e-05,2.09e-05,4.23e-05,1.9,0.965,2.87,"Used cucumber leaf discs",1,"Ectotherm",4.17e-05,NA,133.555641585835,362.572179653789,806.874179297695,1674.5207662192,3225.82166518091,6348.72291842759,13110.7106029904,28456.3721452775,85402.5812481917,0.00780502959163147,0.0209089796380596,0.045368744602064,0.0897748453846378,0.159664498325317,0.272166062419313,0.435736241647473,0.626319138193754,0.834168351940212
"56",79,"Shipp and Whitfield 1991 ENVIRON ENTOMOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Mite","Amblyseius cucumeris","Female deutonymph",3,"Metazoan","Invertebrate","Insect","Thysanoptera","Western flower thrip","Frankliniella occidentalis","1st instar",2,"Mean","N","",26,"","1",12.6,"",NA,"","",0.0417,"Alternate species length","2","m^2 per pred per day","39.68",0.000832,0.000435,0.00134,0.258,0.14,0.356,"Used cucumber leaf discs",1,"Ectotherm",4.17e-05,NA,118.993422654363,369.754566149419,799.867181747201,1653.68462251959,3167.85450098424,5904.13217235289,11467.1959003331,25997.5796011881,80951.3618540441,0.0249064747138133,0.073533666391531,0.146536513996767,0.261978091696177,0.404761541866018,0.558957929638432,0.711108101765068,0.848036705202773,0.945583252529826
