Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey
2248,Zhu et al 2019 J STORED PROD,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Cheyletus malaccensis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Aleuroglyphus ovatus,Female,2,Mean,N,24,20,,1,,,,,,,,,m^2 per pred per day,-5.35,5.45E-04,2.87E-04,1.26E-03,1.56E-01,9.73E-03,2.75E-01,,1
2249,Zhu et al 2019 J STORED PROD,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Cheyletus malaccensis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Aleuroglyphus ovatus,Female,2,Mean,N,24,24,,1,,,,,,,,,m^2 per pred per day,2.71,1.05E-03,5.17E-04,2.10E-03,1.45E-01,6.78E-02,2.18E-01,,1
2250,Zhu et al 2019 J STORED PROD,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Cheyletus malaccensis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Aleuroglyphus ovatus,Female,2,Mean,N,24,28,,1,,,,,,,,,m^2 per pred per day,5.49,6.97E-04,3.89E-04,1.23E-03,8.12E-02,5.45E-10,1.49E-01,,1
2251,Zhu et al 2019 J STORED PROD,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Cheyletus malaccensis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Aleuroglyphus ovatus,Female,2,Mean,N,24,32,,1,,,,,,,,,m^2 per pred per day,-7.71,3.37E-04,2.40E-04,6.70E-04,5.79E-02,8.41E-12,2.04E-01,,1
2252,Abd El-Gawad et al 2010 AUS J BAS APP SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,1st instar,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Phthorimaea operculella,Eggs,2,Mean,N,12,26.5,,1,6.36E+01,,4.61E-03,Alternate species length,4,,,,m^2 per pred per day,345.14,5.51E-03,3.92E-03,9.69E-03,7.31E-03,3.77E-09,1.69E-02,,0
2253,Abd El-Gawad et al 2010 AUS J BAS APP SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,2nd instar,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Phthorimaea operculella,Eggs,2,Mean,N,12,26.5,,1,6.36E+01,,2.49E+00,% adult mass,5,,,,m^2 per pred per day,444.87,8.51E-03,5.38E-03,1.24E-02,6.09E-03,2.01E-03,8.90E-03,,0
2254,Abd El-Gawad et al 2010 AUS J BAS APP SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,3rd instar,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Phthorimaea operculella,Eggs,2,Mean,N,12,26.5,,1,6.36E+01,,4.97E+00,Alternate species length,3,,,,m^2 per pred per day,522.43,9.72E-03,6.26E-03,1.59E-02,2.42E-03,7.84E-09,4.45E-03,,0
2255,Zalewski et al 1995 ANN ZOOL FENN,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Martes martes,,3,Metazoan,Vertebrate,Mammal,Rodentia,,Myodes glareolus,,2,Raw data,Y,,37,,,,,1.30E+06,Alternate species mass,1,2.07E+05,Alternate species mass,1,m^2 per pred per day,3.99,4.43E+03,1.26E+03,1.64E+09,1.75E-01,5.07E-02,2.19E-01,,1
2256,Wells et al 2001 BIOL CONT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Scymnus creperus,Larvae,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,,2,Mean,N,24,,,1,1.50E+02,,4.30E+00,Alternate genus mass,1,6.34E-02,% adult mass,4,m^2 per pred per day,-63.04,2.74E-04,1.37E-04,8.53E-03,2.56E-01,2.59E-02,4.55E-01,,1
2257,Wells et al 2001 BIOL CONT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Scymnus creperus,Adult,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,,2,Mean,N,24,,,1,1.50E+02,,4.30E+00,Alternate genus mass,1,6.34E-02,% adult mass,4,m^2 per pred per day,-107.42,8.08E-05,5.04E-05,1.60E-04,5.01E-01,1.24E-01,9.01E-01,,1
2258,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,1.40E+03,Original species length,3,2.12E+02,Average species mass,3,m^2.5 per pred per day,103.45,1.74E+00,1.26E+00,2.65E+00,1.14E-01,9.30E-02,1.44E-01,,1
2259,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,3.20E+03,Original species length,4,2.12E+02,Average species mass,3,m^2.5 per pred per day,163.24,1.90E+00,1.27E+00,2.65E+00,9.92E-02,6.58E-02,1.34E-01,,1
2260,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,6.28E+03,Original species length,5,2.12E+02,Average species mass,3,m^2.5 per pred per day,181.37,2.12E+00,1.63E+00,2.69E+00,6.04E-02,4.42E-02,7.82E-02,,1
2261,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,1.11E+04,Original species length,6,2.12E+02,Average species mass,3,m^2.5 per pred per day,252.01,1.13E+00,7.99E-01,1.64E+00,4.49E-02,2.03E-02,7.41E-02,,1
2262,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,1.81E+04,Original species length,7,2.12E+02,Average species mass,3,m^2.5 per pred per day,155.22,5.54E-01,4.41E-01,7.76E-01,8.92E-03,1.19E-09,5.28E-02,,1
2263,Toscano and Griffen 2013 OIK,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Brachidontes exustus,,,Mean,N,24,,,1,1.40E+03,4.20E+04,2.79E+04,Original species length,8,2.12E+02,Average species mass,3,m^2.5 per pred per day,185.2,6.54E-01,4.48E-01,1.04E+00,1.77E-02,8.84E-10,7.80E-02,,1
2264,Souza-Pimentel et al 2018,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Phytoseiulus macropilis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Immature,2,Mean,N,24,25,,1,7.07E+00,,6.13E-02,Alternate order mass,1,,,,m^2 per pred per day,405.42,1.53E-03,1.19E-03,1.98E-03,1.24E-01,1.13E-01,1.36E-01,,1
2265,Santos 1975 ENV ENTO,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius fallacis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Egg,2,Mean,N,,20,,1,4.00E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,289.26,4.48E-03,3.19E-03,6.53E-03,6.75E-02,5.73E-02,7.95E-02,,0
2266,Santos 1975 ENV ENTO,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius fallacis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult male,2,Mean,N,0,22,,1,6.45E+00,,6.13E-02,Alternate order mass,1,6.66E-02,Alternate species length,1,m^2 per pred per day,476.19,3.37E-03,2.20E-03,4.95E-03,3.48E-02,2.70E-02,4.29E-02,,1
2267,Reis et al 2003 NEOT ENTO,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Iphiseiodes zuluagai,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Brevipalpus phoenicis,,2,Mean,N,,25,,1,7.07E+00,,,,,,,,m^2 per pred per day,677.82,9.26E-04,7.58E-04,1.19E-03,2.63E-02,2.33E-02,2.91E-02,,1
2268,Reis et al 2003 NEOT ENTO,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Euseius citrifolius,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Brevipalpus phoenicis,Larvae and nymphs,2,Mean,N,,25,,1,7.07E+00,,6.13E-02,Alternate order mass,1,,,,m^2 per pred per day,511.85,7.57E-03,5.29E-03,1.64E-02,6.81E-02,6.49E-02,7.16E-02,,1
2269,Pakyari et al 2009 J AS-PAC ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Thysanoptera,Scolothrips longicornis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult,2,Raw data,N,24,25,,1,7.07E+00,,6.66E-02,Alternate species length,1,6.85E-02,Alternate species length,4,m^2 per pred per day,-10.2,6.18E-04,4.45E-04,1.05E-03,1.04E-01,9.04E-02,1.13E-01,,1
2270,Pakyari et al 2009 J AS-PAC ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Thysanoptera,Scolothrips longicornis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult,2,Raw data,N,24,25,,1,7.07E+00,,6.66E-02,Alternate species length,1,6.85E-02,Alternate species length,4,m^2 per pred per day,-19.81,6.83E-04,5.58E-04,7.86E-04,8.99E-02,8.02E-02,9.43E-02,,1
2271,Pakyari et al 2009 J AS-PAC ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Thysanoptera,Scolothrips longicornis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult,2,Raw data,N,24,25,,1,7.07E+00,,6.66E-02,Alternate species length,1,6.85E-02,Alternate species length,4,m^2 per pred per day,-9.12,9.58E-04,6.77E-04,1.44E-03,6.53E-02,5.53E-02,7.01E-02,,1
2272,Pakyari et al 2009 J AS-PAC ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Thysanoptera,Scolothrips longicornis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult,2,Raw data,N,24,25,,1,7.07E+00,,6.66E-02,Alternate species length,1,6.85E-02,Alternate species length,4,m^2 per pred per day,-3.47,1.23E-03,7.25E-04,1.97E-03,6.13E-02,5.03E-02,6.65E-02,,1
2273,Pakyari et al 2009 J AS-PAC ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Thysanoptera,Scolothrips longicornis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,,Tetranychus urticae,Adult,2,Raw data,N,24,25,,1,7.07E+00,,6.66E-02,Alternate species length,1,6.85E-02,Alternate species length,4,m^2 per pred per day,-0.47,1.35E-03,8.61E-04,2.64E-03,5.58E-02,4.08E-02,6.14E-02,,1
2274,Crookes et al 2019 BIOL INV,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Acyrthosiphon pisum,,2,Mean,Y,24,20,,1,7.85E+01,,3.89E+01,Original species mass,1,1.48E+00,Average species mass,7,m^2 per pred per day,158.47,1.09E-01,7.95E-02,1.59E-01,2.88E-02,2.62E-02,3.34E-02,,1
2275,Crookes et al 2019 BIOL INV,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia convergens,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Acyrthosiphon pisum,,2,Mean,Y,24,20,,1,7.85E+01,,2.13E+01,Original species mass,1,1.48E+00,Average species mass,7,m^2 per pred per day,169.52,6.87E-02,3.49E-02,1.70E-01,4.84E-02,3.88E-02,6.43E-02,,1
2276,Kumar et al 2019 INT J ENV SCI NAT RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,4th nymph,3,Metazoan,Invertebrate,Insect,Isoptera,,Odontotermes brunneus,,2,Mean,Y,24,31,,1,3.08E+02,,3.28E+02,% adult mass,6,,,,m^2 per pred per day,34.49,2.74E-02,2.25E-02,3.70E-02,5.36E-03,1.03E-11,2.31E-02,,1
2277,Kumar et al 2019 INT J ENV SCI NAT RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,5th nymph,3,Metazoan,Invertebrate,Insect,Isoptera,,Odontotermes brunneus,,2,Mean,Y,24,31,,1,3.08E+02,,,,,,,,m^2 per pred per day,34.1,2.73E-02,2.27E-02,3.70E-02,3.49E-03,1.01E-11,2.54E-02,,1
2278,Kumar et al 2019 INT J ENV SCI NAT RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult male,3,Metazoan,Invertebrate,Insect,Isoptera,,Odontotermes brunneus,,2,Mean,Y,24,31,,1,3.08E+02,,4.01E+02,Alternate family length,1,,,,m^2 per pred per day,31.51,2.69E-02,2.13E-02,3.68E-02,7.06E-03,9.53E-12,2.59E-02,,1
2279,Kumar et al 2019 INT J ENV SCI NAT RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult female,3,Metazoan,Invertebrate,Insect,Isoptera,,Odontotermes brunneus,,2,Mean,Y,24,31,,1,3.08E+02,,4.01E+02,Alternate family length,2,,,,m^2 per pred per day,33.96,2.96E-02,2.22E-02,4.01E-02,8.16E-03,1.08E-11,2.46E-02,,1
2280,Ens et al 2021 BIOL INV,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Carcinus maenas,Male,,Metazoan,Invertebrate,Mollusk,Bivalve,,Magallana gigas,,,Raw data,N,48,,,1,7.48E+02,,6.84E+04,Original species length,1,1.79E+00,Original length,1,m^2 per pred per day,112.07,8.61E-01,3.25E-01,1.84E+00,8.34E-03,1.35E-03,1.44E-02,,1
2281,Ens et al 2021 BIOL INV,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Cancer productus,Male,,Metazoan,Invertebrate,Mollusk,Bivalve,,Magallana gigas,,,Raw data,N,48,,,1,7.48E+02,,1.64E+06,Original length,1,1.79E+00,Original length,1,m^2 per pred per day,125.1,2.35E-01,1.45E-01,4.55E-01,2.17E-04,1.96E-11,7.89E-03,,1
2282,Rahman et al. 2012 J INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus longispinosus,Gravid female,3,Metazoan,Invertebrate,Arachnid,Mite,,Oligonychus coffeae,,2,Mean,N,24,25,,1,3.14E+00,,6.13E-02,Alternate order mass,1,,,,m^2 per pred per day,-40.98,2.76E-04,1.99E-04,3.70E-04,1.26E-01,6.40E-02,1.78E-01,,1
2283,van Lenteren et al 2016 INS,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Campyloneuropsis infumatus,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Tuta absoluta,Eggs,2,Raw data,N,24,25,,1,7.85E+01,1.57E+03,7.56E+00,Alternate family mass,1,4.05E-04,Alternate species length,2,m^2.5 per pred per day,391.83,1.06E-01,6.59E-02,1.75E-01,1.20E-02,4.19E-03,1.79E-02,,0
2284,van Lenteren et al 2016 INS,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Engytatus varians,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Tuta absoluta,Eggs,2,Raw data,N,24,25,,1,7.85E+01,1.57E+03,5.28E+00,Alternate family length,1,4.05E-04,Alternate species length,2,m^2.5 per pred per day,474.63,7.37E-02,4.67E-02,1.13E-01,3.03E-02,2.29E-02,3.75E-02,,0
2285,van Lenteren et al 2016 INS,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus basicornis,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Tuta absoluta,Eggs,2,Raw data,N,24,25,,1,7.85E+01,1.57E+03,2.24E+00,Alternate genus length,1,4.05E-04,Alternate species length,2,m^2.5 per pred per day,416.97,1.57E-01,1.18E-01,1.97E-01,6.75E-03,5.42E-03,7.66E-03,,0
2286,Seale and Beckvar 1980 COP,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Hyla crucifer,,2,Unicell,Prokaryote,Cyanobacteria,,,Anabaena sphaerica,,1,Mean,N,,21,,4,,,2.30E+02,Original species mass,1,5.68E-10,Original species volume,1,m^3 per pred per day,738.86,8.65E-05,7.95E-05,9.64E-05,4.51E-11,1.63E-11,8.28E-11,,1
2287,Seale and Beckvar 1980 COP,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Bufo woodhousei,,2,Unicell,Prokaryote,Cyanobacteria,,,Anabaena sphaerica,,1,Mean,N,,21,,4,,,1.40E+02,Original species mass,1,5.68E-10,Original species volume,1,m^3 per pred per day,700.45,2.78E-04,2.15E-04,3.59E-04,3.85E-10,3.36E-10,4.36E-10,,1
2288,Selander and Tiselius 2003 MAR BIOL,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Tunicate,,Oikopleura dioica,,2,Unicell,Algae,Algae,Haptophyte,,Isochrysis galbana,,1,Mean,N,,20,,,,8.00E+03,2.17E-03,Original species length,1,3.71E-08,Original species volume,5,m^3 per pred per day,418.53,1.01E-04,5.20E-05,3.15E-04,3.06E-06,2.36E-06,3.75E-06,,1
2289,Setälä et al 2005 HARM ALG,Predator,3,,Aquatic,Marine,Unicell,Protozoan,Protozoan,Ciliate,Strombidium sp.,,2,Unicell,Protozoan,Protozoan,Dinoflagellate,,Pfiesteria piscicida,Non-toxic spores,1,Mean,N,,20,,,,2.50E+02,1.44E-07,Original species length,2,9.03E-07,Average species volume,1,m^3 per pred per day,106.7,5.34E-06,2.73E-06,9.79E-06,2.09E-03,1.71E-03,2.57E-03,,1
2290,Kestrup et al 2011 BIOL INV,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Echinogammarus ischnus,,3,Metazoan,Invertebrate,Crustacean,Amphipod,,Gammarus fasciatus,,2,Mean,N,24,20,,1,,1.50E+02,4.13E+00,Original length,1,7.30E-02,Original length,2,m^3 per pred per day,177.76,3.07E-04,2.53E-04,3.61E-04,1.02E-02,7.98E-03,1.33E-02,,1
2291,Kestrup et al 2011 BIOL INV,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus fasciatus,,3,Metazoan,Invertebrate,Crustacean,Amphipod,,Echinogammarus ischnus,,2,Mean,N,24,20,,1,,1.50E+02,4.42E+00,Original species length,1,5.22E-02,Original species length,1,m^3 per pred per day,188.25,3.21E-04,2.47E-04,3.92E-04,1.26E-02,9.03E-03,1.79E-02,,1
2292,Kestrup et al 2011 BIOL INV,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Echinogammarus ischnus,,3,Metazoan,Invertebrate,Crustacean,Amphipod,,Gammarus fasciatus,,2,Mean,N,24,20,,1,,1.50E+02,4.13E+00,Original length,1,7.30E-02,Original length,2,m^3 per pred per day,98,9.30E-05,6.43E-05,1.47E-04,1.94E-02,7.82E-09,4.34E-02,,1
2293,Kestrup et al 2011 BIOL INV,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus fasciatus,,3,Metazoan,Invertebrate,Crustacean,Amphipod,,Echinogammarus ischnus,,2,Mean,N,24,20,,1,,1.50E+02,4.42E+00,Original species length,1,5.22E-02,Original species length,1,m^3 per pred per day,88.86,8.67E-05,6.00E-05,1.38E-04,2.04E-02,6.42E-09,4.10E-02,,1
2294,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,1.44E+03,6.76E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,76.48,1.13E-03,9.37E-04,1.37E-03,4.01E-11,8.54E-12,2.40E-03,D1,1
2295,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,1.44E+03,6.76E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,71.61,1.27E-03,8.11E-04,2.66E-03,8.93E-03,2.83E-11,2.05E-02,D1,1
2296,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,1.44E+03,6.76E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,92.57,7.51E-04,5.29E-04,2.10E-03,5.32E-10,3.52E-10,4.53E-02,D1,1
2297,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,1.44E+03,6.76E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,41.46,7.66E-04,4.82E-04,1.32E-03,4.31E-02,2.02E-02,5.50E-02,D1,1
2298,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,1.44E+03,7.27E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,79.97,2.11E-03,1.37E-03,4.64E-03,1.19E-02,5.23E-11,1.93E-02,D1,1
2299,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,1.44E+03,7.27E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,42.45,1.75E-03,1.42E-03,2.34E-03,2.56E-03,1.30E-12,7.02E-03,D1,1
2300,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,1.44E+03,7.27E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,68.16,2.09E-03,1.15E-03,3.63E-03,2.05E-02,1.34E-02,2.57E-02,D1,1
2301,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,1.44E+03,7.27E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,52.82,1.64E-03,3.48E-04,3.94E-03,4.21E-02,1.35E-09,6.76E-02,D1,1
2302,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,2.95E+03,6.76E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,76.77,1.70E-03,1.36E-03,3.65E-03,6.98E-09,1.51E-11,1.67E-02,D2,1
2303,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,2.95E+03,6.76E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,80.99,2.86E-03,2.11E-03,4.86E-03,1.79E-03,4.71E-11,6.66E-03,D2,1
2304,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,2.95E+03,6.76E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,80.95,1.65E-03,1.27E-03,4.77E-03,1.38E-09,1.50E-11,3.83E-02,D2,1
2305,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,2.95E+03,6.76E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,51.56,3.64E-03,1.72E-03,6.08E-03,6.91E-02,4.61E-02,9.29E-02,D2,1
2306,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,2.95E+03,7.27E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,54.08,3.52E-03,3.05E-03,4.26E-03,1.37E-03,9.84E-14,3.63E-03,D2,1
2307,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,2.95E+03,7.27E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,86.73,8.97E-03,4.30E-03,1.54E-02,1.60E-02,4.64E-03,2.50E-02,D2,1
